0
Wake
Wake
Wake
Wake
Wake
Wake
Wake
Wake
Wake
Wake
Wake
Wake
Wake
Wake
Wake
Wake
Wake
Wake
Wake
Wake
Wake
NonREM1
NonREM1
NonREM1
REM
REM
REM
REM
REM
REM
REM
REM
REM
REM
REM
REM
REM
REM
REM
REM
REM
REM
REM
REM
REM
REM
REM
REM
REM
REM
REM
REM
REM
REM
REM
REM
REM
REM
NonREM1
NonREM1
NonREM1
NonREM1
NonREM1
NonREM1
REM
REM
REM
REM
REM
REM
REM
REM
REM
REM
REM
REM
REM
REM
REM
REM
REM
REM
REM
REM
NonREM1
NonREM1
NonREM1
NonREM1
NonREM1
REM
REM
REM
REM
REM
REM
REM
REM
REM
REM
REM
REM
REM
REM
REM
REM
REM
REM
REM
REM
REM
REM
REM
REM
REM
REM
REM
REM
REM
REM
REM
REM
REM
REM
REM
REM
REM
REM
REM
REM
REM
REM
REM
REM
REM
REM
REM
REM
REM
REM
NonREM3
NonREM3
NonREM3
NonREM3
NonREM3
NonREM3
NonREM3
NonREM3
NonREM3
NonREM3
NonREM3
NonREM3
NonREM3
Wake
Wake
NonREM1
REM
REM
REM
REM
REM
REM
REM
REM
REM
REM
REM
NonREM1
NonREM1
NonREM1
NonREM1
NonREM1
REM
REM
REM
REM
REM
REM
REM
REM
REM
REM
Wake
Wake
Wake
Wake
Wake
Wake
Wake
Wake
Wake
Wake
Wake
Wake
Wake
Wake
Wake
Wake
NonREM1
NonREM1
NonREM1
REM
REM
REM
REM
REM
REM
REM
REM
REM
REM
REM
REM
REM
REM
REM
REM
REM
REM
REM
REM
REM
REM
REM
REM
REM
REM
REM
REM
REM
REM
REM
REM
REM
REM
REM
REM
REM
REM
REM
REM
REM
REM
REM
REM
REM
REM
REM
REM
REM
Wake
Wake
Wake
Wake
NonREM1
REM
REM
REM
REM
REM
REM
REM
REM
REM
REM
NonREM3
NonREM3
NonREM3
NonREM3
NonREM3
NonREM3
NonREM3
NonREM3
NonREM3
NonREM3
NonREM3
NonREM3
NonREM3
NonREM3
NonREM3
NonREM3
NonREM3
NonREM3
NonREM3
NonREM3
NonREM3
NonREM3
NonREM3
NonREM3
NonREM3
NonREM3
NonREM3
NonREM3
NonREM3
NonREM3
NonREM3
NonREM3
NonREM3
NonREM3
NonREM3
NonREM3
NonREM3
NonREM3
NonREM3
NonREM3
NonREM3
NonREM3
NonREM3
NonREM3
NonREM3
NonREM3
REM
REM
REM
REM
REM
REM
REM
REM
REM
REM
REM
REM
REM
REM
REM
REM
NonREM3
NonREM3
NonREM3
NonREM3
NonREM3
NonREM3
NonREM3
NonREM3
NonREM3
NonREM3
NonREM3
NonREM3
NonREM3
NonREM3
NonREM3
NonREM3
NonREM3
NonREM3
NonREM3
NonREM3
NonREM3
NonREM3
NonREM3
NonREM3
NonREM3
NonREM3
NonREM3
NonREM3
NonREM3
REM
REM
REM
REM
REM
REM
REM
REM
REM
REM
REM
REM
NonREM3
Wake
Wake
Wake
Wake
Wake
REM
REM
REM
REM
REM
REM
REM
REM
REM
REM
REM
REM
REM
REM
REM
REM
REM
REM
REM
REM
REM
REM
REM
REM
REM
REM
REM
REM
REM
REM
REM
REM
REM
REM
REM
REM
REM
REM
REM
REM
REM
REM
REM
REM
REM
REM
REM
REM
REM
REM
REM
REM
REM
REM
REM
REM
REM
REM
REM
REM
REM
REM
REM
